dataset,split_name,index,mode,format,action,action_name,state,hit,passes,reliable,tc_score,tc_probe_count,tc_stage,vc_score,tc_source,vc_source,vc_cascade_depth
CCBench,LLaVA-NeXT-8B_Biased_Test,1000233,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000236,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000239,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000240,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000241,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000243,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000244,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,4,1,0.0,1,tc_os1_low,2.0,none,center,2
CCBench,LLaVA-NeXT-8B_Biased_Test,1000248,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000250,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000251,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000253,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000259,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,1,0.0,1,tc_os1_low,0.0,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000263,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,2.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000264,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000279,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000285,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,4,1,0.0,1,tc_os1_low,1.0,none,center,2
CCBench,LLaVA-NeXT-8B_Biased_Test,1000289,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,1.0,4,1,0.0,1,tc_os1_low,2.0,none,center,2
CCBench,LLaVA-NeXT-8B_Biased_Test,1000296,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000299,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000300,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000303,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000308,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000311,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000313,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000314,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000315,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000318,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000319,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000320,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000321,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000323,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000324,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000325,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000327,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000329,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000331,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000336,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000340,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000343,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000345,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000346,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000350,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000352,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000354,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000356,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000360,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000362,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000364,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000365,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000367,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000369,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000370,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000376,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000379,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000382,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000384,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000386,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000387,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000391,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000402,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000406,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000422,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000429,vcf_only,MCQ,b5_tc_os1_direct,Text-OptionShuffle1,text,0.0,2,1,0.0,1,tc_os1_high,0.0,option_shuffle,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000433,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000437,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000438,vcf_only,MCQ,joint_os_strong_blur_b0.2_g2.5_t0.2,Joint-StrongBlur-OptionShuffle1,joint_strong,0.0,3,1,0.0,1,tc_os1_high,2.0,option_shuffle,strong,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000452,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000458,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000459,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000461,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000462,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000474,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000483,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000484,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,2.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000488,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000489,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000491,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000493,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000495,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000496,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000497,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000506,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000508,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000511,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000512,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000516,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000517,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000518,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000521,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000527,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000528,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,1,0.0,1,tc_os1_low,0.0,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000530,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000532,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000535,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,0.0,5,1,0.0,1,tc_os1_low,1.0,none,strong,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000536,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,1.0,none,gray,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000540,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000009,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000017,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000018,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000020,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000033,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000034,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,1,0.0,1,tc_os1_low,0.0,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000035,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,1.0,none,gray,3
CCBench,LLaVA-NeXT-8B_Biased_Test,2000039,vcf_only,MCQ,joint_os_strong_blur_b0.2_g2.5_t0.2,Joint-StrongBlur-OptionShuffle1,joint_strong,0.0,3,1,0.0,1,tc_os1_high,1.0,option_shuffle,strong,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000040,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000041,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,1.0,1,tc_os1_low,2.0,none,gray,3
CCBench,LLaVA-NeXT-8B_Biased_Test,2000043,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000044,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,1.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,2000045,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,0.0,5,1,0.0,1,tc_os1_low,2.0,none,strong,3
CCBench,LLaVA-NeXT-8B_Biased_Test,2000054,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000060,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000066,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,2000067,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000070,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,1.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000071,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000073,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000083,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,2.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,2000085,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000087,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,2.0,none,center,3
CCBench,LLaVA-NeXT-8B_Biased_Test,2000088,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000092,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000097,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000103,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000104,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000107,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,1.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000112,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000119,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000123,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000124,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,2000125,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
